text,label,temp_list
ayo dukung no urut 3 ganjar mahfud optimis m3nang sikaaatt ganjarsikatkorupsi,Politik,"['ayo', 'dukung', 'no', 'urut', '3', 'ganjar', 'mahfud', 'optimis', 'm3nang', 'sikaaatt', 'ganjarsikatkorupsi']"
aku tau paslon no 2 sudah di atas angin di berbagai survey aku hargai orng2 yg memilih beliau aku juga tau paslon no 3 cukup dikenal di area jawa tengah tapi aku berharap what if gimana kalo semisal tokoh ini yg menang so aku memutuskan dukung pak anies,Politik,"['aku', 'tau', 'paslon', 'no', '2', 'sudah', 'di', 'atas', 'angin', 'di', 'berbagai', 'survey', 'aku', 'hargai', 'orng2', 'yg', 'memilih', 'beliau', 'aku', 'juga', 'tau', 'paslon', 'no', '3', 'cukup', 'dikenal', 'di', 'area', 'jawa', 'tengah', 'tapi', 'aku', 'berharap', 'what', 'if', 'gimana', 'kalo', 'semisal', 'tokoh', 'ini', 'yg', 'menang', 'so', 'aku', 'memutuskan', 'dukung', 'pak', 'anies']"
ganjar pranowo menegaskan komitmennya untuk menjalankan undangundang tentang pesantren,Politik,"['ganjar', 'pranowo', 'menegaskan', 'komitmennya', 'untuk', 'menjalankan', 'undangundang', 'tentang', 'pesantren']"
rekam jejak jejak digital saat pak anies dialog bersama pemimpin dunia tanpa pakai teksjadi jelas ya pak anies bukan omon omon doang seperti yg di katakan,Politik,"['rekam', 'jejak', 'jejak', 'digital', 'saat', 'pak', 'anies', 'dialog', 'bersama', 'pemimpin', 'dunia', 'tanpa', 'pakai', 'teksjadi', 'jelas', 'ya', 'pak', 'anies', 'bukan', 'omon', 'omon', 'doang', 'seperti', 'yg', 'di', 'katakan']"
calon presiden capres nomor urut 1 anies baswedan sudah siap dengan kemampuannya menghadapi debat ketiga debat ketiga akan menyangkut tema soal pertahanan keamanan hubungan internasional dan geopolitik download metrotvxtend di app store play store aniesbaswedan pemilu2024 debatcapres,Pertahanan dan Keamanan,"['calon', 'presiden', 'capres', 'nomor', 'urut', '1', 'anies', 'baswedan', 'sudah', 'siap', 'dengan', 'kemampuannya', 'menghadapi', 'debat', 'ketiga', 'debat', 'ketiga', 'akan', 'menyangkut', 'tema', 'soal', 'pertahanan', 'keamanan', 'hubungan', 'internasional', 'dan', 'geopolitik', 'download', 'metrotvxtend', 'di', 'app', 'store', 'play', 'store', 'aniesbaswedan', 'pemilu2024', 'debatcapres']"
semua partai yang mendukung bapakbapak setuju dengan apbn berarti setuju dengan program pak prabowo,Politik,"['semua', 'partai', 'yang', 'mendukung', 'bapakbapak', 'setuju', 'dengan', 'apbn', 'berarti', 'setuju', 'dengan', 'program', 'pak', 'prabowo']"
capres ganjar pranowo bikin heboh bukan sekadar melanjutkan tapi juga menambah dan menyempurnakan program programganjarmahfudrebound ganjarpranowopilihanumat jnk,Politik,"['capres', 'ganjar', 'pranowo', 'bikin', 'heboh', 'bukan', 'sekadar', 'melanjutkan', 'tapi', 'juga', 'menambah', 'dan', 'menyempurnakan', 'program', 'programganjarmahfudrebound', 'ganjarpranowopilihanumat', 'jnk']"
cawapres 02 baiknya dengerin pemaparan pak anies soal ini mana yang lebih berpihak,Politik,"['cawapres', '02', 'baiknya', 'dengerin', 'pemaparan', 'pak', 'anies', 'soal', 'ini', 'mana', 'yang', 'lebih', 'berpihak']"
rekam jejak momen abah anies melepas umroh gratis 267 marbot mesjid dan 150 pengurus mesjid taklim pahitmaniesalwayswithanies aminindonesialebihbaik,Politik,"['rekam', 'jejak', 'momen', 'abah', 'anies', 'melepas', 'umroh', 'gratis', '267', 'marbot', 'mesjid', 'dan', '150', 'pengurus', 'mesjid', 'taklim', 'pahitmaniesalwayswithanies', 'aminindonesialebihbaik']"
investor bersiaplah pasangan capres cawapres ganjar pranowo dan prof mahfud md md sedang merancang regulasi hukum yang lebih straightforward untuk mendukung pertumbuhan investasiganjarmahfudrebound ganjarpranowopilihanumat jnk,Ekonomi,"['investor', 'bersiaplah', 'pasangan', 'capres', 'cawapres', 'ganjar', 'pranowo', 'dan', 'prof', 'mahfud', 'md', 'md', 'sedang', 'merancang', 'regulasi', 'hukum', 'yang', 'lebih', 'straightforward', 'untuk', 'mendukung', 'pertumbuhan', 'investasiganjarmahfudrebound', 'ganjarpranowopilihanumat', 'jnk']"
momen capresku jenguk relawan ganjarmahfud yang jadi korban penganiayaan oknum tni korban slamet andono bercerita kepada dirinya diseret dari jalan raya dan dibawa masuk ke markas batalyon 408 kemudian di situ dipukuli 5 oknum tni miris ganjarmahfud2024,Pertahanan dan Keamanan,"['momen', 'capresku', 'jenguk', 'relawan', 'ganjarmahfud', 'yang', 'jadi', 'korban', 'penganiayaan', 'oknum', 'tni', 'korban', 'slamet', 'andono', 'bercerita', 'kepada', 'dirinya', 'diseret', 'dari', 'jalan', 'raya', 'dan', 'dibawa', 'masuk', 'ke', 'markas', 'batalyon', '408', 'kemudian', 'di', 'situ', 'dipukuli', '5', 'oknum', 'tni', 'miris', 'ganjarmahfud2024']"
internet cepat dan gratis yang akan diberikan ganjarmahfud bukan sekedar untuk membantu pelajar tapi untuk semua orang hal ini diharapkan bisa meningkatkan pendapatan ekonomi dan pengembangan umkm sahabatganjar,Ekonomi,"['internet', 'cepat', 'dan', 'gratis', 'yang', 'akan', 'diberikan', 'ganjarmahfud', 'bukan', 'sekedar', 'untuk', 'membantu', 'pelajar', 'tapi', 'untuk', 'semua', 'orang', 'hal', 'ini', 'diharapkan', 'bisa', 'meningkatkan', 'pendapatan', 'ekonomi', 'dan', 'pengembangan', 'umkm', 'sahabatganjar']"
inilah penjaga baitul maqdis gaza tidak lemah pak prabowo sorry ye sorry ye freepalestine julidfisabilillah,Sosial Budaya,"['inilah', 'penjaga', 'baitul', 'maqdis', 'gaza', 'tidak', 'lemah', 'pak', 'prabowo', 'sorry', 'ye', 'sorry', 'ye', 'freepalestine', 'julidfisabilillah']"
guru honorer guru agama kebebasan berbicara manfaat kritik dan akselerasi dalam bidang kebudayaan,Sosial Budaya,"['guru', 'honorer', 'guru', 'agama', 'kebebasan', 'berbicara', 'manfaat', 'kritik', 'dan', 'akselerasi', 'dalam', 'bidang', 'kebudayaan']"
moment pak ganjar lamar aktivis perempuan jogja menjadi tim sukses capres nomor urut 3 ganjar pranowo punya cara jitu untuk mendengar keluhan dan aspirasi masyarakat khususnya kalangan muda selain sering nongkrong bareng anak muda di setiap daerah kini pak ganjar memiliki satu program yang disebut gelar tikar ganjar berbeda dengan kebiasaan pak ganjar nongkrong dengan anak muda konsep gelar tikar ganjar dibuat lebih serius dan tematik pada beberapa isu seperti gelaran perdana di gedung sidomukti jogjakarta minggu 2812024 malam acara gelar tikar ganjar dihadiri sejumlah pakar pengamat dan ratusan mahasiswa dalam kesempatan itu sejumlah pakar dan aktivis dihadirkan sebagai panelis yang menguji program kerja pak ganjar dalam memimpin negeri ini selain tentu saja ratusan mahasiswa dan anak muda yang bisa menyampaikan semua keluh kesahnya kalis mardiasih misalnya aktivis perempuan asal blora ini begitu semangat berdiskusi dengan pak ganjar terkait isu perempuan dan anak ia sepakat dengan pak ganjar bahwa isu pendidikan adalah kunci menyelesaikan kemiskinan saya sepakat dengan pak ganjar yang konsen pada pendidikan karena terbukti bahwa pendidikan bisa menyelesaikan persoalan kemiskinan saya mengapresiasi program satu keluarga miskin satu sarjana yang bapak canangkan ucap kalis namun masih banyak hal di sektor pendidikan yang harus diselesaikan khususnya menyangkut perempuan ia mengatakan pendidikan di indonesia masih abai pada persoalan perempuan banyak sekolah yang tidak memiliki akses khusus untuk perempuan misalnya toilet dan sebagainya satu dari dua toilet di sekolah indonesia itu belum dipisah antara lakilaki dan perempuan dan ada hampir 300000 sekolah di indonesia belum punya akses air bersih dan sanitasi higienis padahal perempuan itu harus berhadapan dengan kodratnya yakni menstruasi ucap kalis menurut data lanjut dia menstruasi menjadi penyumbang angka putus sekolah tertinggi kedua setelah kemiskinan hal itu dikarenakan tidak tersedianya fasilitas yang baik di sekolah kalis juga menyoroti banyaknya siswa perempuan yang dikeluarkan dari sekolah akibat hamil di luar nikah padahal sebenarnya mereka adalah korban kekerasan seksual dan harus menghapus masa depan karena dikeluarkan belum lagi banyak kasus kekerasan seksual yang dialami perempuan di mana pelakunya adalah guru dan tenaga pendidikan jadi kalau bapak ingin memperbaiki pendidikan tolong hal semacam ini diperhatikan ucapnya mendengar itu pak ganjar tersenyum dan bertepuk tangan ia langsung melamar kalis menjadi tim suksesnya yang dapat berjuang bersama menyuarakan isu perempuan mbak kalis ini luar biasa tegas cerdas dan pakai data saya lamar mbak kalis jadi timses saya ucap pak ganjar disambut tepuk tangan meriah para peserta pak ganjar membenarkan bahwa isu perempuan dan anak masih menjadi problem serius yang harus segera diperbaiki ia membenarkan banyak kasus yang dialami perempuan dan anak yang belum terselesaikan dengan baik apa yang diceritakan mbak kalis terjadi di banyak tempat dan kenapa saya lamar beliau agar apa yang beliau perjuangkan tentang kesetaraan gender itu betulbetul bisa diwujudkan pungkasnya suasana gayeng tersaji dalam acara gelar tikar ganjar itu ratusan anak muda begitu antusias ngobrol dengan ganjar dan membahas sejumlah isu mulai pendidikan pinjaman online lapangan pekerjaan gaji guru honorer dan sejumlah isu penting lainnya ganjarmahfud2024 ganjarpresidenrakyat kratonbersamarakyat,Sosial Budaya,"['moment', 'pak', 'ganjar', 'lamar', 'aktivis', 'perempuan', 'jogja', 'menjadi', 'tim', 'sukses', 'capres', 'nomor', 'urut', '3', 'ganjar', 'pranowo', 'punya', 'cara', 'jitu', 'untuk', 'mendengar', 'keluhan', 'dan', 'aspirasi', 'masyarakat', 'khususnya', 'kalangan', 'muda', 'selain', 'sering', 'nongkrong', 'bareng', 'anak', 'muda', 'di', 'setiap', 'daerah', 'kini', 'pak', 'ganjar', 'memiliki', 'satu', 'program', 'yang', 'disebut', 'gelar', 'tikar', 'ganjar', 'berbeda', 'dengan', 'kebiasaan', 'pak', 'ganjar', 'nongkrong', 'dengan', 'anak', 'muda', 'konsep', 'gelar', 'tikar', 'ganjar', 'dibuat', 'lebih', 'serius', 'dan', 'tematik', 'pada', 'beberapa', 'isu', 'seperti', 'gelaran', 'perdana', 'di', 'gedung', 'sidomukti', 'jogjakarta', 'minggu', '2812024', 'malam', 'acara', 'gelar', 'tikar', 'ganjar', 'dihadiri', 'sejumlah', 'pakar', 'pengamat', 'dan', 'ratusan', 'mahasiswa', 'dalam', 'kesempatan', 'itu', 'sejumlah', 'pakar', 'dan', 'aktivis', 'dihadirkan', 'sebagai', 'panelis', 'yang', 'menguji', 'program', 'kerja', 'pak', 'ganjar', 'dalam', 'memimpin', 'negeri', 'ini', 'selain', 'tentu', 'saja', 'ratusan', 'mahasiswa', 'dan', 'anak', 'muda', 'yang', 'bisa', 'menyampaikan', 'semua', 'keluh', 'kesahnya', 'kalis', 'mardiasih', 'misalnya', 'aktivis', 'perempuan', 'asal', 'blora', 'ini', 'begitu', 'semangat', 'berdiskusi', 'dengan', 'pak', 'ganjar', 'terkait', 'isu', 'perempuan', 'dan', 'anak', 'ia', 'sepakat', 'dengan', 'pak', 'ganjar', 'bahwa', 'isu', 'pendidikan', 'adalah', 'kunci', 'menyelesaikan', 'kemiskinan', 'saya', 'sepakat', 'dengan', 'pak', 'ganjar', 'yang', 'konsen', 'pada', 'pendidikan', 'karena', 'terbukti', 'bahwa', 'pendidikan', 'bisa', 'menyelesaikan', 'persoalan', 'kemiskinan', 'saya', 'mengapresiasi', 'program', 'satu', 'keluarga', 'miskin', 'satu', 'sarjana', 'yang', 'bapak', 'canangkan', 'ucap', 'kalis', 'namun', 'masih', 'banyak', 'hal', 'di', 'sektor', 'pendidikan', 'yang', 'harus', 'diselesaikan', 'khususnya', 'menyangkut', 'perempuan', 'ia', 'mengatakan', 'pendidikan', 'di', 'indonesia', 'masih', 'abai', 'pada', 'persoalan', 'perempuan', 'banyak', 'sekolah', 'yang', 'tidak', 'memiliki', 'akses', 'khusus', 'untuk', 'perempuan', 'misalnya', 'toilet', 'dan', 'sebagainya', 'satu', 'dari', 'dua', 'toilet', 'di', 'sekolah', 'indonesia', 'itu', 'belum', 'dipisah', 'antara', 'lakilaki', 'dan', 'perempuan', 'dan', 'ada', 'hampir', '300000', 'sekolah', 'di', 'indonesia', 'belum', 'punya', 'akses', 'air', 'bersih', 'dan', 'sanitasi', 'higienis', 'padahal', 'perempuan', 'itu', 'harus', 'berhadapan', 'dengan', 'kodratnya', 'yakni', 'menstruasi', 'ucap', 'kalis', 'menurut', 'data', 'lanjut', 'dia', 'menstruasi', 'menjadi', 'penyumbang', 'angka', 'putus', 'sekolah', 'tertinggi', 'kedua', 'setelah', 'kemiskinan', 'hal', 'itu', 'dikarenakan', 'tidak', 'tersedianya', 'fasilitas', 'yang', 'baik', 'di', 'sekolah', 'kalis', 'juga', 'menyoroti', 'banyaknya', 'siswa', 'perempuan', 'yang', 'dikeluarkan', 'dari', 'sekolah', 'akibat', 'hamil', 'di', 'luar', 'nikah', 'padahal', 'sebenarnya', 'mereka', 'adalah', 'korban', 'kekerasan', 'seksual', 'dan', 'harus', 'menghapus', 'masa', 'depan', 'karena', 'dikeluarkan', 'belum', 'lagi', 'banyak', 'kasus', 'kekerasan', 'seksual', 'yang', 'dialami', 'perempuan', 'di', 'mana', 'pelakunya', 'adalah', 'guru', 'dan', 'tenaga', 'pendidikan', 'jadi', 'kalau', 'bapak', 'ingin', 'memperbaiki', 'pendidikan', 'tolong', 'hal', 'semacam', 'ini', 'diperhatikan', 'ucapnya', 'mendengar', 'itu', 'pak', 'ganjar', 'tersenyum', 'dan', 'bertepuk', 'tangan', 'ia', 'langsung', 'melamar', 'kalis', 'menjadi', 'tim', 'suksesnya', 'yang', 'dapat', 'berjuang', 'bersama', 'menyuarakan', 'isu', 'perempuan', 'mbak', 'kalis', 'ini', 'luar', 'biasa', 'tegas', 'cerdas', 'dan', 'pakai', 'data', 'saya', 'lamar', 'mbak', 'kalis', 'jadi', 'timses', 'saya', 'ucap', 'pak', 'ganjar', 'disambut', 'tepuk', 'tangan', 'meriah', 'para', 'peserta', 'pak', 'ganjar', 'membenarkan', 'bahwa', 'isu', 'perempuan', 'dan', 'anak', 'masih', 'menjadi', 'problem', 'serius', 'yang', 'harus', 'segera', 'diperbaiki', 'ia', 'membenarkan', 'banyak', 'kasus', 'yang', 'dialami', 'perempuan', 'dan', 'anak', 'yang', 'belum', 'terselesaikan', 'dengan', 'baik', 'apa', 'yang', 'diceritakan', 'mbak', 'kalis', 'terjadi', 'di', 'banyak', 'tempat', 'dan', 'kenapa', 'saya', 'lamar', 'beliau', 'agar', 'apa', 'yang', 'beliau', 'perjuangkan', 'tentang', 'kesetaraan', 'gender', 'itu', 'betulbetul', 'bisa', 'diwujudkan', 'pungkasnya', 'suasana', 'gayeng', 'tersaji', 'dalam', 'acara', 'gelar', 'tikar', 'ganjar', 'itu', 'ratusan', 'anak', 'muda', 'begitu', 'antusias', 'ngobrol', 'dengan', 'ganjar', 'dan', 'membahas', 'sejumlah', 'isu', 'mulai', 'pendidikan', 'pinjaman', 'online', 'lapangan', 'pekerjaan', 'gaji', 'guru', 'honorer', 'dan', 'sejumlah', 'isu', 'penting', 'lainnya', 'ganjarmahfud2024', 'ganjarpresidenrakyat', 'kratonbersamarakyat']"
kontrak terbuka capres no urut 03 ganjar pranowo bukan hanya dokumen tapi panggilan aksi untuk ipbjnk ganjarmahfudrebound ganjarpranowopilihanumat,Politik,"['kontrak', 'terbuka', 'capres', 'no', 'urut', '03', 'ganjar', 'pranowo', 'bukan', 'hanya', 'dokumen', 'tapi', 'panggilan', 'aksi', 'untuk', 'ipbjnk', 'ganjarmahfudrebound', 'ganjarpranowopilihanumat']"
lebih keren capres ganjar pranowo daripada mas bowo dan amin karena kebijakan yang inklusif dan memberikan keadilan bagi semuaorq23cm jnk ganjarmahfudrebound ganjarpranowopilihanumat tabrakprof,Politik,"['lebih', 'keren', 'capres', 'ganjar', 'pranowo', 'daripada', 'mas', 'bowo', 'dan', 'amin', 'karena', 'kebijakan', 'yang', 'inklusif', 'dan', 'memberikan', 'keadilan', 'bagi', 'semuaorq23cm', 'jnk', 'ganjarmahfudrebound', 'ganjarpranowopilihanumat', 'tabrakprof']"
awokwok ordal dgn fakta bahwa gerombolan garong duit negara dgn para keparat hukumnya gagal membui anies untuk kasus korupsi meski anies terindikasi pake ordal kinerja dia memimpin dki full prestasi dan baw,Politik,"['awokwok', 'ordal', 'dgn', 'fakta', 'bahwa', 'gerombolan', 'garong', 'duit', 'negara', 'dgn', 'para', 'keparat', 'hukumnya', 'gagal', 'membui', 'anies', 'untuk', 'kasus', 'korupsi', 'meski', 'anies', 'terindikasi', 'pake', 'ordal', 'kinerja', 'dia', 'memimpin', 'dki', 'full', 'prestasi', 'dan', 'baw']"
panas chico vs momen team 03 kuliti strategi debat paslon 0bang choco mengkritik strategi play victim team 02 yg selalu membawa narasi prabowo di serang dan di bulyapakah lupa kalau dia pernah memberikan penghargaan terlebay untuk prabowo,Politik,"['panas', 'chico', 'vs', 'momen', 'team', '03', 'kuliti', 'strategi', 'debat', 'paslon', '0bang', 'choco', 'mengkritik', 'strategi', 'play', 'victim', 'team', '02', 'yg', 'selalu', 'membawa', 'narasi', 'prabowo', 'di', 'serang', 'dan', 'di', 'bulyapakah', 'lupa', 'kalau', 'dia', 'pernah', 'memberikan', 'penghargaan', 'terlebay', 'untuk', 'prabowo']"
udah degdegan ya pak update inspirasi anies amin aniesmuhaimin2024 aminmenang1putaran coblosno1,Ideologi,"['udah', 'degdegan', 'ya', 'pak', 'update', 'inspirasi', 'anies', 'amin', 'aniesmuhaimin2024', 'aminmenang1putaran', 'coblosno1']"
tkn bakal laporkan koran achtung sebut prabowo penculik aktivis 1998,Politik,"['tkn', 'bakal', 'laporkan', 'koran', 'achtung', 'sebut', 'prabowo', 'penculik', 'aktivis', '1998']"
bukan cuma urusan resmi doang abang ganjar pranowo sering banget ngerasain hidup mereka kayak benerbener ikut merasakan gimana susahnyaganjarmahfud taat hukum jnk ganjarmahfudrebound ganjarpranowopilihanumat,Politik,"['bukan', 'cuma', 'urusan', 'resmi', 'doang', 'abang', 'ganjar', 'pranowo', 'sering', 'banget', 'ngerasain', 'hidup', 'mereka', 'kayak', 'benerbener', 'ikut', 'merasakan', 'gimana', 'susahnyaganjarmahfud', 'taat', 'hukum', 'jnk', 'ganjarmahfudrebound', 'ganjarpranowopilihanumat']"
inilah komitmen abah anies amp cak imin yang disampaikan dalam acara paku integritas kpk yang setuju abah anies memimpin negeri ini dan memimpin kpk menjadi berwibawa kembali melalui revisi uu kpk silahkan repost aminajadulu,Politik,"['inilah', 'komitmen', 'abah', 'anies', 'amp', 'cak', 'imin', 'yang', 'disampaikan', 'dalam', 'acara', 'paku', 'integritas', 'kpk', 'yang', 'setuju', 'abah', 'anies', 'memimpin', 'negeri', 'ini', 'dan', 'memimpin', 'kpk', 'menjadi', 'berwibawa', 'kembali', 'melalui', 'revisi', 'uu', 'kpk', 'silahkan', 'repost', 'aminajadulu']"
partisipasi aktif kita dalam pilpres mendatang akan membentuk arah dan masa depan bangsa mari pilih dengan bijak pilih ganjar pranowo mahfud md bersama jnk jnk ganjarmahfudrebound ganjarpranowopilihanumat,Politik,"['partisipasi', 'aktif', 'kita', 'dalam', 'pilpres', 'mendatang', 'akan', 'membentuk', 'arah', 'dan', 'masa', 'depan', 'bangsa', 'mari', 'pilih', 'dengan', 'bijak', 'pilih', 'ganjar', 'pranowo', 'mahfud', 'md', 'bersama', 'jnk', 'jnk', 'ganjarmahfudrebound', 'ganjarpranowopilihanumat']"
ganjar mahfud hebat coblos3 3gm dulujokowisekarangganjar partai salah input mahfud md t okoh pemimpin yang mampu membawa indonesia rebound 1varziimvp bersih kuatkankpk mahfud md,Politik,"['ganjar', 'mahfud', 'hebat', 'coblos3', '3gm', 'dulujokowisekarangganjar', 'partai', 'salah', 'input', 'mahfud', 'md', 't', 'okoh', 'pemimpin', 'yang', 'mampu', 'membawa', 'indonesia', 'rebound', '1varziimvp', 'bersih', 'kuatkankpk', 'mahfud', 'md']"
food estate jg ide dr lama prabowo sndri yg bilang waktu di kadin tapi mana eksekusi berantakan tanah gambut di,Sumber Daya Alam,"['food', 'estate', 'jg', 'ide', 'dr', 'lama', 'prabowo', 'sndri', 'yg', 'bilang', 'waktu', 'di', 'kadin', 'tapi', 'mana', 'eksekusi', 'berantakan', 'tanah', 'gambut', 'di']"
pasangan caprescawapres no urut 3 ganjar pranowo amp mahfud md berkomitmen menghadirkan 17 juta lapangan kerja baru jika memenangkan pilpres 2024 sahabatganjar ganjarpranowo generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud2024 satset satsetlebihbaik,Politik,"['pasangan', 'caprescawapres', 'no', 'urut', '3', 'ganjar', 'pranowo', 'amp', 'mahfud', 'md', 'berkomitmen', 'menghadirkan', '17', 'juta', 'lapangan', 'kerja', 'baru', 'jika', 'memenangkan', 'pilpres', '2024', 'sahabatganjar', 'ganjarpranowo', 'generasigotongroyong', 'ganjarpresiden', 'ganjaruntuksemua', 'ganjarmahfud2024', 'satset', 'satsetlebihbaik']"
saya kira saya dan rakyat yang lain ikut menyediakan anggaran untuk subsidi pupuk ini tapi pasti saya ga milih prabowo bebaskanlah subsidi ini dari politik partisan yang kasar kaya gini anda ga faham atau ga peduli atur negara dg benar ya pak,Demografi,"['saya', 'kira', 'saya', 'dan', 'rakyat', 'yang', 'lain', 'ikut', 'menyediakan', 'anggaran', 'untuk', 'subsidi', 'pupuk', 'ini', 'tapi', 'pasti', 'saya', 'ga', 'milih', 'prabowo', 'bebaskanlah', 'subsidi', 'ini', 'dari', 'politik', 'partisan', 'yang', 'kasar', 'kaya', 'gini', 'anda', 'ga', 'faham', 'atau', 'ga', 'peduli', 'atur', 'negara', 'dg', 'benar', 'ya', 'pak']"
prabowo telah berhasil mengimplementasikan berbagai program strategis untuk meningkatkan pertahanan nasional indonesia kekuatannkri02,Pertahanan dan Keamanan,"['prabowo', 'telah', 'berhasil', 'mengimplementasikan', 'berbagai', 'program', 'strategis', 'untuk', 'meningkatkan', 'pertahanan', 'nasional', 'indonesia', 'kekuatannkri02']"
wah cak duren ini benerbener gagal paham ya soal alusista pertahanan negara nazarpemilu aminajadulu malming abah anies cak imin mulutmanisanies kalau amin,Politik,"['wah', 'cak', 'duren', 'ini', 'benerbener', 'gagal', 'paham', 'ya', 'soal', 'alusista', 'pertahanan', 'negara', 'nazarpemilu', 'aminajadulu', 'malming', 'abah', 'anies', 'cak', 'imin', 'mulutmanisanies', 'kalau', 'amin']"
di desa2 kebtuhan pangan bsalah diambil dr alamtp utk kebtuhan internet yg dpt mnunjang khidupan warga desa agar bsa setara dg kota pstinya internet jauh lbih dibutuhkan drpd skedar makan siang gratis bknkah,Sumber Daya Alam,"['di', 'desa2', 'kebtuhan', 'pangan', 'bsalah', 'diambil', 'dr', 'alamtp', 'utk', 'kebtuhan', 'internet', 'yg', 'dpt', 'mnunjang', 'khidupan', 'warga', 'desa', 'agar', 'bsa', 'setara', 'dg', 'kota', 'pstinya', 'internet', 'jauh', 'lbih', 'dibutuhkan', 'drpd', 'skedar', 'makan', 'siang', 'gratis', 'bknkah']"
baiklahsaya dukung ganjar mahfud untuk menghemat 450 triliun pertahun,Politik,"['baiklahsaya', 'dukung', 'ganjar', 'mahfud', 'untuk', 'menghemat', '450', 'triliun', 'pertahun']"
program pasangan capres cawapres ganjar pranowo dan mahfud md yakin setiap desa bisa jadi pemain besar di ekonomi nasional jnk ganjarpranowopilihanumat,Ekonomi,"['program', 'pasangan', 'capres', 'cawapres', 'ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'yakin', 'setiap', 'desa', 'bisa', 'jadi', 'pemain', 'besar', 'di', 'ekonomi', 'nasional', 'jnk', 'ganjarpranowopilihanumat']"
ganjar sudah insyaf ternyata kalau menyerang suara makin anjlok sekarang mencoba lanjutkan agar lebih baik dengan menjadi penerus pak jokowi halu ubanbukanpakde,Politik,"['ganjar', 'sudah', 'insyaf', 'ternyata', 'kalau', 'menyerang', 'suara', 'makin', 'anjlok', 'sekarang', 'mencoba', 'lanjutkan', 'agar', 'lebih', 'baik', 'dengan', 'menjadi', 'penerus', 'pak', 'jokowi', 'halu', 'ubanbukanpakde']"
untuk petani paslon 03 capres ganjar pranowo mendengarkan aspirasi kalian kuota pupuk akan ditingkatkan untuk mendukung pertanian kita ganjarpranowopilihanumat ganjarmahfudrebound jnk,Ekonomi,"['untuk', 'petani', 'paslon', '03', 'capres', 'ganjar', 'pranowo', 'mendengarkan', 'aspirasi', 'kalian', 'kuota', 'pupuk', 'akan', 'ditingkatkan', 'untuk', 'mendukung', 'pertanian', 'kita', 'ganjarpranowopilihanumat', 'ganjarmahfudrebound', 'jnk']"
kereeen pesan dari pak erick thohir banget nih buat pak prabowo subianto terus jaga toleransi agama dan satukan kita semua mantap ettitiptoleransike02 titipkankerukunan utkindonesia,Politik,"['kereeen', 'pesan', 'dari', 'pak', 'erick', 'thohir', 'banget', 'nih', 'buat', 'pak', 'prabowo', 'subianto', 'terus', 'jaga', 'toleransi', 'agama', 'dan', 'satukan', 'kita', 'semua', 'mantap', 'ettitiptoleransike02', 'titipkankerukunan', 'utkindonesia']"
istri capres nomor urut 01 anies baswedan fery farhati membagikan tips untuk menumbuhkan minat baca bagi anak yang bisa dilakukan oleh orang tua,Sosial Budaya,"['istri', 'capres', 'nomor', 'urut', '01', 'anies', 'baswedan', 'fery', 'farhati', 'membagikan', 'tips', 'untuk', 'menumbuhkan', 'minat', 'baca', 'bagi', 'anak', 'yang', 'bisa', 'dilakukan', 'oleh', 'orang', 'tua']"
rgs indonesia blusukan di pasar gayungsari surabaya untuk menangkan prabowogibran follow di google berita beritaviral berita news bangsaonline,Politik,"['rgs', 'indonesia', 'blusukan', 'di', 'pasar', 'gayungsari', 'surabaya', 'untuk', 'menangkan', 'prabowogibran', 'follow', 'di', 'google', 'berita', 'beritaviral', 'berita', 'news', 'bangsaonline']"
komitmen paslon 03 capres ganjar pranowo pada keadilan sosial dan perlindungan hakhak rakyat ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 nelayan sejahtera,Sosial Budaya,"['komitmen', 'paslon', '03', 'capres', 'ganjar', 'pranowo', 'pada', 'keadilan', 'sosial', 'dan', 'perlindungan', 'hakhak', 'rakyat', 'ganjar', 'mahfud', 'hebat', 'l3bihbaik', 'mahfudlebihbaik3', 'ganjarmahfud2024', 'nelayan', 'sejahtera']"
biginilah cara masyarakat sorong papua menyambut pak anies salam hormat untuk pace dan mace semuanya yang berada di ujung timur indonesia,Sosial Budaya,"['biginilah', 'cara', 'masyarakat', 'sorong', 'papua', 'menyambut', 'pak', 'anies', 'salam', 'hormat', 'untuk', 'pace', 'dan', 'mace', 'semuanya', 'yang', 'berada', 'di', 'ujung', 'timur', 'indonesia']"
masa kampanye pemilu ditetapkan mulai ganjar mahfud hebat l3bihbaik 3gmganjarmahfud2024 km 50,Politik,"['masa', 'kampanye', 'pemilu', 'ditetapkan', 'mulai', 'ganjar', 'mahfud', 'hebat', 'l3bihbaik', '3gmganjarmahfud2024', 'km', '50']"
